version,curso,id_entrada,glosa_estandar,clase_gramatical,definicion,composicion,secuencia,requiere_definicion,imagen_optima,tipo_sena,cm1,cm2,cm3,cm4,cm5,nombre_video,glosa_limpia,subnivel,red_semantica,nivel
DBLSC,LSC1,1483,ESPAÑA,SUSTANTIVO,"País soberano del suroeste de Europa, en la península ibérica. (RAE)",NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Xf,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01483_españa.mp4,ESPANA,test3,65,B1
DBLSC,LSC1,1484,ESTADOS UNIDOS,SUSTANTIVO,País soberano de América del Norte constituido en república federal. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),J,J,Sin especificar,Sin especificar,Sin especificar,01484_estadosuni.mp4,ESTADOS UNIDOS,test3,65,B1
UEB,LSC1,1485,ESTADOS UNIDOS 2,SUSTANTIVO,Variante de seña para Estados Unidos. (Generada Gemini),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),U,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01485_estadosuni.mp4,ESTADOS UNIDOS 2,test2,47,B2
UEB,LSC1,1486,ESTADOS UNIDOS 3,SUSTANTIVO,Variante morfológica de seña para Estados Unidos. (Generada Gemini),SI,2 señas,NO,SI,Unimanual en contacto (tipo X),U,J,J,Sin especificar,Sin especificar,01486_estadosuni.mp4,ESTADOS UNIDOS 3,test4,74,B1
DBLSC,LSC1,1487,EUROPA,SUSTANTIVO,"Continente situado en el hemisferio norte, al oeste de Asia. (RAE)",NO,1 seña,NO,SI,Unimanual (tipo 0),G,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01487_europa.mp4,EUROPA,test2,28,B1
UEB,LSC1,1488,EUROPA 2,SUSTANTIVO,Variante de seña para el continente europeo. (Generada Gemini),SI,2 señas,NO,SI,Unimanual (tipo 0),G,J,Sin especificar,Sin especificar,Sin especificar,01488_europa2.mp4,EUROPA 2,test2,47,B2
DBLSC,LSC1,1489,MEDELLÍN,SUSTANTIVO,"Ciudad colombiana, capital del departamento de Antioquia. (Generada Gemini)",NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Be,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01489_medellin.mp4,MEDELLIN,test1,78,B2
DBLSC,LSC0,1490,MUNDO,SUSTANTIVO,"Conjunto de todas las cosas creadas, la Tierra o el género humano. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),W,W,Sin especificar,Sin especificar,Sin especificar,01490_mundo1.mp4,MUNDO,test2,2,A2
UEB,LSC0,1491,MUNDO 2,SUSTANTIVO,Variante de seña para el planeta o globo terráqueo. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),J,J,Sin especificar,Sin especificar,Sin especificar,01491_mundo2.mp4,MUNDO 2,test2,2,A2
DBLSC,LSC1,1492,PANAMÁ,SUSTANTIVO,País soberano situado en el istmo que une América Central y del Sur. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),B,B,Sin especificar,Sin especificar,Sin especificar,01492_panama.mp4,PANAMA,test3,65,B1
DBLSC,LSC1,1493,PERÚ,SUSTANTIVO,País soberano de América del Sur situado en la parte occidental. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),V,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01493_peru.mp4,PERU,test3,65,B1
DBLSC,LSC1,1494,VENEZUELA,SUSTANTIVO,País soberano de América del Sur con costa en el mar Caribe. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),V,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01494_venezuela1.mp4,VENEZUELA,test1,66,B1
UEB,LSC1,1495,VENEZUELA 2,SUSTANTIVO,Variante de seña para Venezuela. (Generada Gemini),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),V,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01495_venezuela2.mp4,VENEZUELA 2,test3,45,B1
DBLSC,LSC0,1496,ALTO,ADJETIVO,Que tiene una altura superior a la media o a lo normal. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),J,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01496_alto1.mp4,ALTO,test2,12,A1
UEB,LSC0,1497,ALTO 2,ADJETIVO,Variante de seña para expresar estatura o elevación física. (Generada Gemini),NO,1 seña,NO,SI,Unimanual (tipo 0),Cf,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01497_alto2.mp4,ALTO 2,test2,85,A2
DBLSC,LSC0,1498,ANGOSTO,ADJETIVO,Estrecho o reducido en anchura. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),B,B,Sin especificar,Sin especificar,Sin especificar,01498_angosto.mp4,ANGOSTO,test1,31,A2
DBLSC,LSC0,1499,BUENO,ADJETIVO,"Que tiene bondad, calidad superior o utilidad deseable. (RAE)",NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Bl,Sin especificar,Sin especificar,Sin especificar,01499_bueno1.mp4,BUENO,test3,74,A1
UEB,LSC0,1500,BUENO 2,ADJETIVO,"Variante de seña para expresar calidad, bondad o aprobación. (Generada Gemini)",NO,1 seña,NO,SI,Unimanual (tipo 0),A,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01500_bueno2.mp4,BUENO 2,test2,6,A2
UEB,LSC0,1501,BUENO 3,ADJETIVO,Variante de seña para señalar algo positivo o adecuado. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),J,J,Sin especificar,Sin especificar,Sin especificar,01501_bueno3.mp4,BUENO 3,test3,61,A1
DBLSC,LSC0,1502,CORTO,ADJETIVO,De poca longitud o duración. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),P,P,Sin especificar,Sin especificar,Sin especificar,01502_corto1.mp4,CORTO,test3,1,A2
UEB,LSC0,1503,CORTO 2,ADJETIVO,Variante de seña para indicar dimensión breve o de escasa longitud. (Generada Gemini),NO,1 seña,NO,SI,Semi-simétrica (tipo II),P,P,Sin especificar,Sin especificar,Sin especificar,01503_corto2.mp4,CORTO 2,test2,85,A2
DBLSC,LSC0,1504,COSA,SUSTANTIVO,"Entidad inanimada, objeto u asunto abstracto o concreto. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),J,J,Sin especificar,Sin especificar,Sin especificar,01504_cosa.mp4,COSA,test2,56,A1
DBLSC,LSC0,1505,DAÑADO,ADJETIVO,"Deteriorado, estropeado o en mal estado. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),S,S,Sin especificar,Sin especificar,Sin especificar,01505_dañado.mp4,DANADO,test1,50,A1
DBLSC,LSC0,1506,FINO,ADJETIVO,"Delicado, de buena calidad, delgado o de textura suave. (RAE)",SI,2 señas,NO,SI,Unimanual en contacto (tipo X),Ok,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01506_fino.mp4,FINO,test2,23,A1
DBLSC,LSC0,1507,FRÍO,ADJETIVO,Que tiene una temperatura reducida o inferior a la normal. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),S,S,Sin especificar,Sin especificar,Sin especificar,01507_frio.mp4,FRIO,test1,20,A2
DBLSC,LSC0,1508,LARGO,ADJETIVO,Que tiene una longitud o duración extensa. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),P,P,Sin especificar,Sin especificar,Sin especificar,01508_largo1.mp4,LARGO,test3,1,A2
UEB,LSC0,1509,LARGO 2,ADJETIVO,Variante de seña para indicar extensión en el espacio o tiempo. (Generada Gemini),NO,1 seña,NO,SI,Semi-simétrica (tipo II),P,P,Sin especificar,Sin especificar,Sin especificar,01509_largo2.mp4,LARGO 2,test3,13,A2
DBLSC,LSC0,1510,PARECIDO,ADJETIVO,Que tiene semejanza o similitud con algo o alguien. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),J,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01510_parecido1.mp4,PARECIDO,test4,80,A1
UEB,LSC0,1511,PARECIDO 2,ADJETIVO,Variante de seña para denotar semejanza o analogía. (Generada Gemini),SI,2 señas,NO,SI,Unimanual en contacto (tipo X),L,Vc,Sin especificar,Sin especificar,Sin especificar,01511_parecido2.mp4,PARECIDO 2,test4,11,A2
DBLSC,LSC0,1512,PELIGROSO,ADJETIVO,"Que involucra riesgo, amenaza o peligro de daño. (RAE)",NO,1 seña,NO,SI,Semi-simétrica (tipo II),V,V,Sin especificar,Sin especificar,Sin especificar,01512_peligroso.mp4,PELIGROSO,test2,58,A1
DBLSC,LSC0,1513,PESADO,ADJETIVO,Que tiene mucho peso o gravedad. / Aburrido o molesto. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),S,S,Sin especificar,Sin especificar,Sin especificar,01513_pesado.mp4,PESADO,test4,10,A2
UEB,LSC0,1514,PESADO 2,ADJETIVO,Variante de seña para denotar gran peso físico o dificultad. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),J,J,Sin especificar,Sin especificar,Sin especificar,01514_pesado2.mp4,PESADO 2,test2,85,A2
DBLSC,LSC0,1515,VACÍO,SUSTANTIVO,Falto de contenido físico o que no tiene nada en su interior. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),B,Bl,Sin especificar,Sin especificar,Sin especificar,01515_vacio.mp4,VACIO,test4,3,A2
UEB,LSC0,1516,VACÍO 2,SUSTANTIVO,Variante de seña para ausencia de contenido o espacio desocupado. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),Bl,Bl,Sin especificar,Sin especificar,Sin especificar,01516_vacio2.mp4,VACIO 2,test1,69,A2
DBLSC,LSC0,1517,VIEJO,ADJETIVO,"De edad avanzada, antiguo o con mucho tiempo de uso. (RAE)",NO,1 seña,NO,SI,Unimanual en contacto (tipo X),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01517_viejo.mp4,VIEJO,test2,56,A1
UEB,LSC0,1518,VIEJO 2,ADJETIVO,Variante de seña para denotar ancianidad o antigüedad de un objeto. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),J,J,G,G,Sin especificar,01518_viejo2.mp4,VIEJO 2,test3,13,A2
DBLSC,LSC0,1519,COLOR,SUSTANTIVO,Sensación producida por los rayos luminosos sobre los órganos visuales. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),J,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01519_color.mp4,COLOR,test4,44,A2
DBLSC,LSC1,1520,ALCOHOLISMO,ADJETIVO,Adicción o dependencia patológica respecto de las bebidas alcohólicas. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),A,A,Sin especificar,Sin especificar,Sin especificar,01520_alcoholism.mp4,ALCOHOLISMO,test2,68,B1
UEB,LSC1,1521,ALCOHOLISMO 2,ADJETIVO,Variante de seña para el hábito o trastorno por consumo de alcohol. (Generada Gemini),NO,1 seña,NO,SI,Unimanual (tipo 0),A,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01521_alcoholism.mp4,ALCOHOLISMO 2,test2,68,B1
UEB,LSC1,1522,ALCOHOLISMO 3,ADJETIVO,Variante morfológica de seña para la adicción al alcohol. (Generada Gemini),SI,2 señas,NO,SI,Semi-simétrica (tipo II),L,L,Sin especificar,Sin especificar,Sin especificar,01522_alcoholism.mp4,ALCOHOLISMO 3,test2,68,B1
DBLSC,LSC1,1523,SECRETO,SUSTANTIVO,Cosa que se mantiene oculta y fuera del conocimiento general. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Tb,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01523_secreto.mp4,SECRETO,test3,82,B2
UEB,LSC1,1524,SECRETO 2,SUSTANTIVO,Variante de seña para confidencia o asunto reservado. (Generada Gemini),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),G,S,Sin especificar,Sin especificar,Sin especificar,01524_secreto2.mp4,SECRETO 2,test2,47,B2
DBLSC,LSC0,1525,¡QUÉ ALIVIO!,FUNCION,Expresión para manifestar descanso o tranquilidad tras una tensión o preocupación. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),B,B,Sin especificar,Sin especificar,Sin especificar,01525_quealivio.mp4,QUE ALIVIO!,test2,39,A1
DBLSC,LSC0,1526,INSULTAR,VERBO,Ofender a alguien con palabras o acciones despectivas. (RAE),SI,2 señas,NO,SI,Asimétrica (tipo III),Tc,J,Sin especificar,Sin especificar,Sin especificar,01526_insultar.mp4,INSULTAR,test1,64,A1
FENASCOL I,LSC0,1527,¿TU NOMBRE?,FUNCION,Pregunta dirigida a un interlocutor para solicitar la identificación de su nombre propio. (Generada Gemini),SI,2 señas,NO,SI,Unimanual (tipo 0),H,H,Sin especificar,Sin especificar,Sin especificar,01527_tunombre.mp4,TU NOMBRE?,test3,35,A1
FENASCOL I,LSC0,1528,¿TU SEÑA?,FUNCION,Pregunta de la comunidad sorda para solicitar el nombre en señas (sign-name) de una persona. (Generada Gemini),SI,2 señas,NO,SI,Unimanual (tipo 0),J,J,Sin especificar,Sin especificar,Sin especificar,01528_tuseña.mp4,TU SENA?,test4,40,A1
FENASCOL I,LSC0,1529,ACABAR 1,VERBO,"Dar fin, poner término o consumir por completo algo. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),J,J,Q,Q,Sin especificar,01529_acabar.mp4,ACABAR 1,test2,56,A1
FENASCOL I,LSC0,1530,ACABAR 2,VERBO,Variante de seña para la conclusión o finalización completa de una acción. (Generada Gemini),NO,1 seña,NO,SI,Semi-simétrica (tipo II),P,P,Sin especificar,Sin especificar,Sin especificar,01530_acabar2.mp4,ACABAR 2,test1,22,A2
UEB,LSC0,1531,ACABAR 3,VERBO,"Variante de seña para rematar, extinguir o concluir algo. (Generada Gemini)",SI,2 señas,NO,SI,Semi-simétrica (tipo II),J,J,Sin especificar,Sin especificar,Sin especificar,01531_acabar3.mp4,ACABAR 3,test1,15,A1
FENASCOL I,LSC0,1532,ACLARACIÓN,SUSTANTIVO,Acción y efecto de aclarar o dar explicaciones para resolver una duda. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),S,S,J,J,Sin especificar,01532_aclaracion.mp4,ACLARACION,test3,50,A2
FENASCOL I,LSC0,1533,AL LADO,SUSTANTIVO,En un lugar contiguo o cercano a otro. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01533_allado.mp4,AL LADO,test1,71,A1
FENASCOL I,LSC1,1534,ALMACÉN,SUSTANTIVO,Local o edificio donde se guardan o mercadean cosas. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Bl,Sin especificar,Sin especificar,Sin especificar,01534_almacen.mp4,ALMACEN,test4,14,B2
FENASCOL I,LSC1,1535,ALMUERZO,SUSTANTIVO,Comida principal del mediodía. (RAE),SI,2 señas,NO,SI,Asimétrica (tipo III),B,Q,Sin especificar,Sin especificar,Sin especificar,01535_almuerzo.mp4,ALMUERZO,test2,18,B1
UEB,LSC1,1536,ALMUERZO 2,SUSTANTIVO,Variante de seña para el alimento o comida del mediodía. (Generada Gemini),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),W,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01536_almuerzo2.mp4,ALMUERZO 2,test2,18,B1
FENASCOL I,LSC0,1537,AMARILLO,SUSTANTIVO,De color semejante al del oro o la yema de huevo. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),J,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01537_amarillo.mp4,AMARILLO,test1,29,A2
FENASCOL I,LSC1,1538,AMBICIOSO,ADJETIVO,Que tiene ambición o deseo ardiente de conseguir algo grande o importante. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Q,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01538_ambicioso.mp4,AMBICIOSO,test4,25,B2
FENASCOL I,LSC0,1539,ANARANJADO,ADJETIVO,De color semejante al de la naranja. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01539_anaranjado.mp4,ANARANJADO,test1,29,A2
FENASCOL I,LSC0,1540,ANCHO,ADJETIVO,Que tiene una dimensión transversal holgada o superior a la media. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),B,B,Sin especificar,Sin especificar,Sin especificar,01540_ancho.mp4,ANCHO,test1,31,A2
FENASCOL I,LSC0,1541,ANTES,FUNCION,En tiempo o prioridad anterior a otro suceso o momento. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),S,Bl,Sin especificar,Sin especificar,Sin especificar,01541_antes.mp4,ANTES,test1,55,A1
FENASCOL I,LSC0,1542,APRETADO,ADJETIVO,"Estrecho, ajustado o comprimido con fuerza. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01542_apretado.mp4,APRETADO,test3,70,A2
FENASCOL I,LSC1,1543,ARAÑA,SUSTANTIVO,Arácnido de cuatro pares de patas y glándulas venenosas que teje redes. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),G,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01543_araña.mp4,ARANA,test3,15,B1
FENASCOL I,LSC1,1544,ARRUGADO,ADJETIVO,"Que tiene arrugas, pliegues o deslucimiento en la superficie. (RAE)",NO,1 seña,SI,SI,Asimétrica (tipo III),C,G,O,Sin especificar,Sin especificar,01544_arrugado.mp4,ARRUGADO,test1,17,B2
FENASCOL I,LSC1,1545,ATRASADO,ADJETIVO,"Que se halla retrasado en el tiempo, marcha o desarrollo. (RAE)",NO,1 seña,NO,SI,Unimanual (tipo 0),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01545_atrasado.mp4,ATRASADO,test4,32,B1
FENASCOL I,LSC0,1546,AYUDAR,VERBO,"Prestar auxilio, socorro o cooperación para un fin. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),Bl,A,Sin especificar,Sin especificar,Sin especificar,01546_ayudar.mp4,AYUDAR,test4,68,A2
FENASCOL I,LSC0,1547,AZUL,SUSTANTIVO,De color semejante al del cielo despejado o al del mar profundo. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),Y,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01547_azul.mp4,AZUL,test4,60,A2
FENASCOL I,LSC1,1548,BALLENA,SUSTANTIVO,Mamífero cetáceo marino de gran tamaño que vive en los océanos. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),O,Gl,Sin especificar,Sin especificar,Sin especificar,01548_ballena.mp4,BALLENA,test1,21,B1
FENASCOL I,LSC0,1549,BLANCO,SUSTANTIVO,De color semejante a la nieve o a la leche. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),L,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01549_blanco.mp4,BLANCO,test1,29,A2
FENASCOL I,LSC1,1550,BRASSIER,SUSTANTIVO,Sujetador o prenda interior femenina para sostener el pecho. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),L,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01550_brassier.mp4,BRASSIER,test2,25,B1
FENASCOL I,LSC1,1551,BRILLANTE,ADJETIVO,Que brilla o destaca extraordinariamente por su inteligencia o acabado. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),N,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01551_brillante.mp4,BRILLANTE,test4,25,B2
UEB,LSC1,1552,BRILLANTE 2,ADJETIVO,Variante de seña para objeto refulgente o persona de ingenio sobresaliente. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),N,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01552_brillante2.mp4,BRILLANTE 2,test2,47,B2
FENASCOL I,LSC0,1553,BROMEAR,VERBO,"Hacer o decir bromas, chanzas o burlas amables. (RAE)",SI,2 señas,NO,SI,Compuestas (tipo C),X,S,Sin especificar,Sin especificar,Sin especificar,01553_bromear.mp4,BROMEAR,test3,54,A2
UEB,LSC0,1554,BROMEAR 2,VERBO,Variante de seña para la acción de chancear o gastar bromas. (Generada Gemini),NO,1 seña,NO,SI,Unimanual (tipo 0),S,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01554_bromear2.mp4,BROMEAR 2,test2,6,A2
UEB,LSC0,1555,BROMEAR 3,VERBO,Variante morfológica de seña para chacotear o bromear. (Generada Gemini),SI,2 señas,NO,SI,Compuestas (tipo C),X,G,Sin especificar,Sin especificar,Sin especificar,01555_bromear3.mp4,BROMEAR 3,test4,6,A1
FENASCOL I,LSC1,1556,BUÑUELO,SUSTANTIVO,"Masa de harina frita de forma redondeada, esponjosa y tradicional en Colombia. (RAE)",NO,1 seña,NO,SI,Semi-simétrica (tipo II),Qf,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01556_buñuelo.mp4,BUNUELO,test3,52,B1
FENASCOL I,LSC1,1557,BURRO,SUSTANTIVO,"Mamífero solípedo, más pequeño que el caballo, de orejas largas. (RAE)",NO,1 seña,NO,SI,Simétrica (tipo I),Be,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01557_burro.mp4,BURRO,test1,21,B1
FENASCOL I,LSC1,1558,CABALLO,SUSTANTIVO,"Mamífero perisodáctilo de gran tamaño, crin larga y pezuñas no hendidas. (RAE)",NO,1 seña,NO,SI,Asimétrica (tipo III),H,Vl,Sin especificar,Sin especificar,Sin especificar,01558_caballo.mp4,CABALLO,test1,21,B1
FENASCOL I,LSC1,1559,CABRA,SUSTANTIVO,Mamífero rumiante de cuernos ahuecados hacia atrás y pelo áspero. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Qa,Q,Sin especificar,Sin especificar,Sin especificar,01559_cabra.mp4,CABRA,test1,21,B1
UEB,LSC1,1560,CABRA 2,SUSTANTIVO,Variante de seña para el mamífero caprino (cabra). (Generada Gemini),SI,2 señas,NO,SI,Compuestas (tipo C),Qa,Q,P,X,Sin especificar,01560_cabra2.mp4,CABRA 2,test1,1,B2
FENASCOL I,LSC0,1561,CAFE,SUSTANTIVO,Bebida estimulante o color castaño oscuro. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),Tb,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01561_cafe.mp4,CAFE,test4,59,A1
FENASCOL I,LSC1,1562,CAFE  TINTO,SUSTANTIVO,Bebida de café negro sin leche preparada en infusión. (Generada Gemini),NO,1 seña,NO,SI,Asimétrica (tipo III),Tb,Bl,Sin especificar,Sin especificar,Sin especificar,01562_cafetinto.mp4,CAFE TINTO,test1,55,B1
FENASCOL I,LSC1,1563,CALDO,SUSTANTIVO,Líquido resultante de la cocción de alimentos en agua. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01563_caldo.mp4,CALDO,test2,10,B1
FENASCOL I,LSC0,1564,CALIENTE,SUSTANTIVO,Que tiene o imparte una temperatura elevada. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),G,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01564_caliente.mp4,CALIENTE,test2,56,A1
FENASCOL I,LSC1,1565,CAMELLO,SUSTANTIVO,Mamífero artiodáctilo de gran tamaño con una o dos jorobas adaptado a zonas áridas. (RAE),NO,1 seña,NO,SI,Unimanual (tipo 0),B,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01565_camello.mp4,CAMELLO,test1,21,B1
FENASCOL I,LSC1,1566,CANGREJO,SUSTANTIVO,Crustáceo decápodo con patas delanteras en forma de pinzas. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),Xc,Ob,Sin especificar,Sin especificar,Sin especificar,01566_cangrejo.mp4,CANGREJO,test3,23,B1
UEB,LSC1,1567,CANGREJO 2,SUSTANTIVO,Variante de seña para el crustáceo decápodo (cangrejo). (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),Vc,XXc,Sin especificar,Sin especificar,Sin especificar,01567_cangrejo2.mp4,CANGREJO 2,test1,21,B2
FENASCOL I,LSC1,1568,CANGURO,SUSTANTIVO,Mamífero marsupial australiano de patas traseras muy desarrolladas para dar saltos. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),B,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01568_canguro.mp4,CANGURO,test1,21,B1
FENASCOL I,LSC1,1569,CARACOL,SUSTANTIVO,Molusco gasterópodo provisto de una concha espiral. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),B,XX,Sin especificar,Sin especificar,Sin especificar,01569_caracol.mp4,CARACOL,test4,60,B1
FENASCOL I,LSC1,1570,CARÁCTER,SUSTANTIVO,Conjunto de cualidades o rasgos psicológicos que distinguen a una persona. (RAE),NO,1 seña,NO,SI,Simétrica (tipo I),B,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01570_caracter.mp4,CARACTER,test1,28,B2
FENASCOL I,LSC1,1571,CASA GRANDE,SUSTANTIVO,Edificación residencial de amplias dimensiones. (Generada Gemini),NO,1 seña,NO,SI,Asimétrica (tipo III),S,X,Sin especificar,Sin especificar,Sin especificar,01571_casagrande.mp4,CASA GRANDE,test4,3,B1
FENASCOL I,LSC1,1572,CASA PEQUEÑA,SUSTANTIVO,Edificación residencial de dimensiones reducidas o compacta. (Generada Gemini),NO,1 seña,NO,SI,Simétrica (tipo I),B,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01572_casapequen.mp4,CASA PEQUENA,test4,3,B1
FENASCOL I,LSC0,1573,CASÍ,FUNCION,"Cerca de, aproximadamente o a punto de suceder algo. (RAE)",NO,1 seña,NO,SI,Unimanual (tipo 0),Xf,A,Sin especificar,Sin especificar,Sin especificar,01573_casi.mp4,CASI,test1,55,A1
FENASCOL I,LSC1,1574,CATÓLICO,SUSTANTIVO,Perteneciente o relativo a la Iglesia católica. (RAE),NO,1 seña,NO,SI,Unimanual en contacto (tipo X),H,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01574_catolico.mp4,CATOLICO,test3,87,B1
FENASCOL I,LSC1,1575,CEBOLLA,SUSTANTIVO,Planta hortense de bulbo comestible de olor fuerte y sabor picante. (RAE),NO,1 seña,NO,SI,Asimétrica (tipo III),Q,B,Sin especificar,Sin especificar,Sin especificar,01575_cebolla.mp4,CEBOLLA,test2,49,B1
UEB,LSC1,1576,Sin especificar,SUSTANTIVO,Sin especificar,NO,1 seña,NO,SI,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01576_cebolla2.mp4,Sin especificar,test1,19,B2
FENASCOL I,LSC1,1577,CENTRO,SUSTANTIVO,Punto equidistante de los límites de una figura o zona urbana principal. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Bl,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01577_centro.mp4,CENTRO,test2,34,B2
UEB,LSC1,1578,CENTRO 2,SUSTANTIVO,Variante de seña para núcleo urbano o zona céntrica. (Generada Gemini),NO,1 seña,NO,SI,Semi-simétrica (tipo II),J,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01578_centro2.mp4,CENTRO 2,test3,35,B2
UEB,LSC1,1579,CENTRO 3,SUSTANTIVO,Variante morfológica para centro o núcleo. (Generada Gemini),SI,2 señas,NO,SI,Asimétrica (tipo III),Bl,G,Sin especificar,Sin especificar,Sin especificar,01579_centro3.mp4,CENTRO 3,test3,35,B2
FENASCOL I,LSC1,1580,CIVIL,SUSTANTIVO,Perteneciente a la ciudadanía o no militar ni eclesiástico. (RAE),NO,1 seña,NO,SI,Semi-simétrica (tipo II),Xc,Sin especificar,Sin especificar,Sin especificar,Sin especificar,01580_civil.mp4,CIVIL,test1,59,B2
