Version,Curso,ID_entrada,GLOSA,Clase Gramatical,DEFINICION,Composición,Secuencia,Definición especial,Imagen de la seña, Composición,Secuencia.1,Tipo de Seña,CM1,CM2,CM3,CM4,CM5,nombre_video
FENASCOL II,LSC1,2212,SACAPUNTAS,SUSTANTIVO,Utensilio con cuchilla interna empleado para afilar las minas de los lápices. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),S,P,,,,02212_sacapuntas.mp4
FENASCOL II,LSC1,2213,SALCHICHON,SUSTANTIVO,Embutido grueso de carne picada sazonada con pimienta y otras especias. (RAE),SI,2 señas,NO,NO,SI,2 señas,Compuestas (tipo C),Xc,X,,,,02213_salchichon.mp4
FENASCOL II,LSC1,2214,SALÓN DE CLASE,SUSTANTIVO,Recinto o espacio físico en una escuela o universidad donde se imparten lecciones. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Simétrica (tipo I),P,Cl,,,,02214_salondecla.mp4
FENASCOL II,LSC1,2215,SALTO ALTO,SUSTANTIVO,Modalidad del atletismo que consiste en sobrepasar una barra horizontal a cierta altura. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),P,V,,,,02215_saltoalto.mp4
FENASCOL II,LSC1,2216,SAN ANDRES,SUSTANTIVO,Isla y archipiélago colombiano situado en el mar Caribe occidental. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),J,,,,,02216_sanandres.mp4
FENASCOL II,LSC1,2217,SANDIA,SUSTANTIVO,"Fruto grande y globoso de pulpa roja, dulce y jugosa con abundantes semillas (sandía). (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Qa,,,,,02217_sandia.mp4
FENASCOL II,LSC1,2218,SANDUCHERA,SUSTANTIVO,Electrodoméstico de placas metálicas calientes para tostar o prensar sándwiches. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),S,,,,,02218_sanduchera.mp4
FENASCOL II,LSC1,2219,SANTA MARTA,SUSTANTIVO,"Ciudad y distrito turístico histórico de Colombia, capital del departamento del Magdalena. (Generada Gemini)",NO,2 señas,SI,SI,SI,2 señas,Compuestas (tipo C),P,J,,,,02219_santamarta.mp4
FENASCOL II,LSC1,2220,SANTAFE DE BOGOTÁ,SUSTANTIVO,Denominación histórica oficial de la capital de Colombia entre 1991 y 2000. (Generada Gemini),,,NO,SI,NO,1 seña,Simétrica (tipo I),S,,,,,02220_santafedeb.mp4
FENASCOL II,LSC1,2221,SANTANDER,SUSTANTIVO,Departamento de Colombia situado en la región andina nororiental. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,Gl,,,,02221_santander.mp4
FENASCOL II,LSC1,2222,SASTRE,SUSTANTIVO,"Persona que tiene por oficio cortar y coser trajes de vestir, especialmente masculinos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),Pc,,,,,02222_sastre.mp4
FENASCOL II,LSC1,2223,SECADOR DE PELO,SUSTANTIVO,Aparato electrodoméstico que emite aire para secar o moldear el cabello. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),S,,,,,02223_secadordep.mp4
FENASCOL II,LSC1,2224,SECO BANDEJA,ADJETIVO,"Plato o servicio fuerte de comida que incluye seco (arroz, proteína) servido en bandeja. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Xc,,,,,02224_secobandej.mp4
FENASCOL II,LSC1,2225,SECRETARIO,SUSTANTIVO,"Persona encargada de la correspondencia, archivo y gestión administrativa. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Gl,,,,,02225_secretario.mp4
FENASCOL II,LSC1,2226,SEIS MESES,ADJETIVO,Período de tiempo equivalente a medio año o seis mensualidades. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,J,P,,,02226_seismeses.mp4
FENASCOL II,LSC1,2227,SEMESTRAL,SUSTANTIVO,"Que ocurre, se repite o se calcula cada seis meses. (RAE)",SI,2 señas,NO,NO,SI,2 señas,Asimétrica (tipo III),P,J,,,,02227_semestral.mp4
FENASCOL II,LSC1,2228,SICÓLOGO,SUSTANTIVO,Especialista en psicología o procesos mentales y del comportamiento (psicólogo). (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Ok,,,,,02228_psicologo.mp4
FENASCOL II,LSC1,2229,SIMPLE,ADJETIVO,"Sencillo, sin complicación, adorno ni mezcla. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Qe,,,,,02229_simple.mp4
FENASCOL II,LSC0,2230,SIN CULPA,FUNCION,Estado de inocencia o exención de responsabilidad ante una falta o delito. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02230_sinculpa.mp4
FENASCOL II,LSC1,2231,SINCELEJO,SUSTANTIVO,"Ciudad colombiana, capital del departamento de Sucre. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),X,J,,,,02231_sincelejo.mp4
FENASCOL II,LSC1,2232,SINVERGÜENZA-1,SUSTANTIVO,"Persona descarada, pícara o que carece de vergüenza o escrúpulos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,02232_sinverguen.mp4
FENASCOL II,LSC1,2233,SOBRESABANA,SUSTANTIVO,Sábana superior que se coloca entre la sábana bajera y la cobija en la cama. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Tb,,,,,02233_sobresaban.mp4
FENASCOL II,LSC1,2234,SOFA,SUSTANTIVO,Asiento cómodo provisto de respaldo y brazos para dos o más personas (sofá). (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Z,XXe,Ql,,,02234_sofa.mp4
FENASCOL II,LSC1,2235,SOFACAMA,SUSTANTIVO,Mueble articulado que puede convertirse alternativamente en sofá o en cama. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02235_sofacama.mp4
FENASCOL II,LSC1,2236,SOGAMOSO (BOYACA),SUSTANTIVO,"Municipio e importante centro industrial y comercial del departamento de Boyacá, Colombia. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),Jc,,,,,02236_sogamosobo.mp4
FENASCOL II,LSC1,2237,SOLO (LUGAR VACIO),ADJETIVO,"Espacio o recinto deshabitado, desierto o carente de presencia humana. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),B,,,,,02237_sololugarv.mp4
FENASCOL II,LSC1,2238,SOÑAR,VERBO,Representar en la fantasía imágenes o sucesos mientras se duerme / Anhelar algo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),X,,,,,02238_soñar.mp4
FENASCOL II,LSC1,2239,SOPO (CUNDINAMARCA),SUSTANTIVO,Municipio colombiano ubicado en el departamento de Cundinamarca (Sopó). (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,Gl,,,,02239_sopocundin.mp4
FENASCOL II,LSC0,2240,SUAVE,ADJETIVO,"Liso, blando, dulce o agradable al tacto u otros sentidos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Qe,,,,,02240_suave.mp4
FENASCOL II,LSC1,2241,SUBIR POR LA ESCALERA 1,VERBO,Ascender de un nivel a otro utilizando los peldaños de una escalera. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),B,V,,,,02241_subirporla.mp4
FENASCOL II,LSC1,2242,SUBIR POR LA ESCALERA 2,VERBO,Variante de seña para la acción de ascender escalones. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Za,,,,,02242_subirporla.mp4
FENASCOL II,LSC1,2243,SUCRE ,SUSTANTIVO,Departamento de Colombia situado en la región Caribe. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),L,Tc,,,,02243_sucre.mp4
FENASCOL II,LSC1,2244,SUMERGIRSE,VERBO,Introducirse completamente bajo la superficie de un líquido. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Be,Za,,,,02244_sumergirse.mp4
FENASCOL II,LSC1,2245,SUPERADO,ADJETIVO,"Que ha vencido o dejado atrás un obstáculo, dificultad o prueba. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),P,B,,,,02245_superado.mp4
FENASCOL II,LSC1,2246,SUPERMECADO,SUSTANTIVO,Establecimiento comercial de autoservicio de alimentos y productos del hogar (supermercado). (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),S,O,Gl,,,02246_supermecad.mp4
FENASCOL II,LSC1,2247,SUSPENDER,VERBO,Detener o interrumpir temporalmente una acción. / Reprobar un examen. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02247_suspender.mp4
FENASCOL II,LSC1,2248,SUSTO,SUSTANTIVO,Impresión repentina de miedo o pavor causada por un peligro imprevisto. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Gl,,,,,02248_susto.mp4
FENASCOL II,LSC1,2249,TELEFONO,SUSTANTIVO,Dispositivo de telecomunicación para transmitir sonidos a distancia (teléfono). (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Y,,,,,02249_telefono.mp4
FENASCOL II,LSC1,2250,TELEFONO CELULAR,SUSTANTIVO,Dispositivo telefónico portátil e inalámbrico de comunicación celular. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),B,,,,,02250_telefonoce.mp4
FENASCOL II,LSC1,2251,TELEFONO PARA SORDOS,SUSTANTIVO,Dispositivo de telecomunicación adaptado con pantalla y teclado para uso de personas sordas. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Y,Gl,,,,02251_telefonopa.mp4
FENASCOL II,LSC1,2252,TEMPERA,SUSTANTIVO,"Pintura de colores diluida en agua, utilizada comúnmente en trabajos escolares (témpera). (RAE)",SI,1 seña,NO,SI,SI,1 seña,Asimétrica (tipo III),O,P,,,,02252_tempera.mp4
FENASCOL II,LSC1,2253,TENIS DE CAMPO,SUSTANTIVO,Deporte que se practica con raquetas y una pelota sobre una cancha dividida por una red. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Xf,,,,,02253_tenisdecam.mp4
FENASCOL II,LSC1,2254,TENIS DE MESA,SUSTANTIVO,Juego semejante al tenis que se practica sobre una mesa con palas de madera (ping-pong). (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),B,,,,,02254_tenisdemes.mp4
FENASCOL II,LSC1,2255,TENSIÓN ALTA,SUSTANTIVO,Presión arterial superior a los niveles normales (hipertensión). (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Cl,Bl,,,,02255_tensionalt.mp4
FENASCOL II,LSC1,2256,TENSIÓN BAJA,SUSTANTIVO,Presión arterial inferior a los niveles normales (hipotensión). (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Cl,Bl,,,,02256_tensionbaj.mp4
FENASCOL II,LSC1,2257,TERMINAL,SUSTANTIVO,Estación donde inician o terminan su trayecto los vehículos de transporte público. (RAE),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),P,Bl,,,,02257_terminal.mp4
FENASCOL II,LSC1,2258,TERMOMETRO,SUSTANTIVO,Instrumento que sirve para medir la temperatura (termómetro). (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),P,,,,,02258_termometro.mp4
FENASCOL II,LSC1,2259,TESORERO,SUSTANTIVO,"Persona encargada de custodiar, gestionar y administrar los fondos de una entidad. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Af,,,,,02259_tesorero.mp4
FENASCOL II,LSC1,2260,TEXTO ESCONDIDO,SUSTANTIVO,Información o texto oculto en medios visuales o subtítulos cerrados (closed caption). (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Tc,,,,02260_textoescon.mp4
FENASCOL II,LSC1,2261,TIGRE,SUSTANTIVO,Gran mamífero carnívoro felino de pelaje amarillo con rayas oscuras. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Gl,,,,,02261_tigre.mp4
FENASCOL II,LSC1,2262,TIJERAS,SUSTANTIVO,Instrumento compuesto de dos hojas de acero cruzadas para cortar. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),V,,,,,02262_tijeras.mp4
FENASCOL II,LSC1,2263,TIZA,SUSTANTIVO,Arcilla blanca y terrosa usada para escribir en los tableros. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Pc,,,,,02263_tiza.mp4
FENASCOL II,LSC1,2264,TOALLA FACIAL,SUSTANTIVO,Pieza de felpa de tamaño pequeño para secarse el rostro. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),B,,,,,02264_toallafaci.mp4
FENASCOL II,LSC1,2265,TOCADOR,SUSTANTIVO,Mueble con espejo y compartimentos para guardar artículos de belleza y peinado. (RAE),SI,2 señas,NO,SI,SI,2 señas,Semi-simétrica (tipo II),Bc,B,,,,02265_tocador.mp4
FENASCOL II,LSC1,2266,TOCAR LA PUERTA,VERBO,Golpear una puerta con los nudillos para anunciar la llegada o pedir ingreso. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Af,,,,02266_tocarlapue.mp4
FENASCOL II,LSC1,2267,TOLIMA,SUSTANTIVO,Departamento de Colombia situado en el centro-occidente del país. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,Gl,,,,02267_tolima.mp4
FENASCOL II,LSC1,2268,TOMATE DE ARBOL,SUSTANTIVO,"Fruto comestible ovalado de color anaranjado o rojo, originario de los Andes (tamarillo). (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Pc,Q,,,,02268_tomatedear.mp4
FENASCOL II,LSC1,2269,TRAICIONERO,ADJETIVO,Que comete traición o falta a la lealtad y confianza depositada. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),B,,,,,02269_traicioner.mp4
FENASCOL II,LSC1,2270,TRAPEAR,VERBO,Limpiar o fregar el suelo usando un trapero húmedo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),S,,,,,02270_trapear.mp4
FENASCOL II,LSC1,2271,TRAPO DE LIMPIAR,SUSTANTIVO,Pedazo de tela utilizado en las labores de limpieza para sacudir o fregar. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Tb,Af,,,,02271_trapodelim.mp4
FENASCOL II,LSC1,2272,TRES MESES,ADJETIVO,Período temporal equivalente a tres mensualidades o un trimestre. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),W,P,,,,02272_tresmeses.mp4
FENASCOL II,LSC1,2273,TRIMESTRAL,ADJETIVO,"Que ocurre, se repite o se calcula cada tres meses. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),W,,,,,02273_trimestral.mp4
FENASCOL II,LSC1,2274,TRIPODE,SUSTANTIVO,Armazón de tres patas para sostener instrumentos como cámaras fotográficas. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Vc,,,,02274_tripode.mp4
FENASCOL II,LSC1,2275,TULUA (VALLE),SUSTANTIVO,Municipio colombiano situado en la región central del Valle del Cauca (Tuluá). (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Qe,,,,,02275_tuluavalle.mp4
FENASCOL II,LSC1,2276,TUNJA,SUSTANTIVO,"Ciudad colombiana, capital del departamento de Boyacá. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),H,,,,,02276_tunja.mp4
FENASCOL II,LSC1,2277,UN MES,SUSTANTIVO,Período de tiempo equivalente a treinta días aproximadamente. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,,,,,02277_unmes.mp4
FENASCOL II,LSC1,2278,URÓLOGO,SUSTANTIVO,Médico especialista en el aparato urinario y reproductor masculino. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),B,,,,,02278_urologo.mp4
FENASCOL II,LSC1,2279,URUGUAY,SUSTANTIVO,País soberano de América del Sur situado en la región del Río de la Plata. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),H,,,,,02279_uruguay.mp4
FENASCOL II,LSC1,2280,UTICA (CUNDINAMARCA),SUSTANTIVO,Municipio colombiano ubicado en el noroccidente del departamento de Cundinamarca (Útica). (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),B,U,,,,02280_uticacundi.mp4
FENASCOL II,LSC1,2281,UVAS,SUSTANTIVO,"Fruto de la vid, en forma de baya jugosa y dulce que crece en racimos. (RAE)",NO,2 señas,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Tb,,,,,02281_uvas.mp4
FENASCOL II,LSC1,2282,VENADO,SUSTANTIVO,"Mamífero rumiante de la familia de los cérvidos, herbívoro y de cuernos ramificados. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Vl,,,,,02282_venado.mp4
FENASCOL II,LSC1,2283,SINVERGÜENZA-2,SUSTANTIVO,Variante de seña para calificar a alguien de descarado o falto de escrúpulos. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),J,,,,,02283_sinverguen.mp4
FENASCOL II,LSC1,2284,VHS,SUSTANTIVO,Sistema analógico de grabación y reproducción de video en casete de cinta magnética. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Bl,,,,,02284_vhs.mp4
FENASCOL II,LSC1,2285,VIAJAR (MUCHO),VERBO,Realizar desplazamientos constantes o frecuentes a diferentes lugares. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),X,,,,,02285_viajarmuch.mp4
FENASCOL II,LSC1,2286,VIAJAR (POR AVIÓN),VERBO,Desplazarse de un lugar a otro usando el transporte aéreo. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Y,,,,,02286_viajarpora.mp4
FENASCOL II,LSC1,2287,VIAJAR (POR TIERRA),VERBO,Desplazarse utilizando medios de transporte terrestre. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Vl,,,,,02287_viajarport.mp4
FENASCOL II,LSC1,2288,VICEPRESIDENTE,SUSTANTIVO,Persona que hace las veces del presidente o le sustituye en sus funciones. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),V,B,,,,02288_vicepresid.mp4
FENASCOL II,LSC1,2289,VILLAVICENCIO,SUSTANTIVO,"Ciudad colombiana, capital del departamento del Meta. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Ok,,,,,02289_villavicen.mp4
FENASCOL II,LSC1,2290,VINAGRE,SUSTANTIVO,"Líquido agrio derivado de la fermentación acética del vino, usado como condimento. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,A,,,,02290_vinagre.mp4
FENASCOL II,LSC1,2291,VOMITO,SUSTANTIVO,Expulsión violenta por la boca de los contenidos del estómago (vómito). (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Jc,,,,,02291_vomito.mp4
FENASCOL II,LSC1,2292,ZIPAQUIRÁ,SUSTANTIVO,"Municipio colombiano del departamento de Cundinamarca, conocido por su Catedral de Sal. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),P,,,,,02292_zipaquira.mp4
FENASCOL III,LSC0,2293,¡BIEN HECHO!,ADJETIVO,Expresión de aprobación o felicitación por la correcta ejecución de una tarea. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Xf,,,,,02293_bienhecho.mp4
FENASCOL III,LSC0,2294,¡CUANDO SERÁ!,VERBO,"Exclamación que expresa deseo, impaciencia o incertidumbre ante la ocurrencia de un evento futuro. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,02294_cuandosera.mp4
FENASCOL III,LSC0,2295,¡MUY BUENO!,ADJETIVO,Expresión para exaltar la excelente calidad o estado óptimo de algo. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Xf,,,,,02295_muybueno.mp4
FENASCOL III,LSC0,2296,¡POR ESO!,ADVERBIO,Expresión empleada para enfatizar una causa o justificación mencionada previamente. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Y,,,,02296_poreso.mp4
FENASCOL III,LSC0,2297,¡POR FIN!,ADVERBIO,Exclamación que denota alivio o alegría por la conclusión de algo muy esperado. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Simétrica (tipo I),P,Y,,,,02297_porfin.mp4
FENASCOL III,LSC0,2298,¡POR ÚLTIMA VEZ!,ADVERBIO,Expresión admonitoria para indicar que no se repetirá un aviso o acción. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Y,,,,,02298_porultimav.mp4
FENASCOL III,LSC0,2299,¡QUE DESCANSO!,SUSTANTIVO,Expresión de alivio tras la finalización de un esfuerzo o preocupación. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),J,Tb,,,,02299_quedescans.mp4
FENASCOL III,LSC0,2300,¡SE LO DIJE!,FUNCION,Exclamación que reafirma una advertencia previa que ha resultado cierta. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Unimanual en contacto (tipo X),P,,,,,02300_selodije.mp4
FENASCOL III,LSC0,2301,¿A DÓNDE?,ADVERBIO,Interrogación sobre el lugar de destino o dirección de un movimiento. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),J,,,,,02301_adonde.mp4
FENASCOL III,LSC0,2302,¿CON QUIÉN?,FUNCION,Interrogación que indaga sobre la compañía de una persona en una acción. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Be,Af,,,,02302_conquien.mp4
FENASCOL III,LSC0,2303,¿DE DÓNDE ES?,FUNCION,"Interrogación que indaga sobre la procedencia, origen o nacionalidad de alguien. (Generada Gemini)",SI,2 señas,NO,SI,SI,2 señas,Unimanual (tipo 0),P,J,,,,02303_dedondees.mp4
FENASCOL III,LSC0,2304,¿DE QUÉ?,FUNCION,"Interrogación que indaga sobre la materia, causa o asunto de algo. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),B,P,J,,,02304_deque.mp4
FENASCOL III,LSC0,2305,REEMPLAZAR,VERBO,Sustituir algo o a alguien por otra persona o cosa. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Ok,,,,,02305_reemplazar.mp4
FENASCOL III,LSC1,2306,MENTE-ABIERTA,ADJETIVO,"Actitud receptiva y tolerante hacia nuevas ideas, opiniones o experiencias. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Bl,,,,,02306_menteabier.mp4
FENASCOL III,LSC1,2307,MENTE-CERRADA,ADJETIVO,"Actitud intolerante, obstinada o reacia a aceptar nuevas ideas. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),B,,,,,02307_mentecerra.mp4
FENASCOL III,LSC1,2308,AGUA PANELA,SUSTANTIVO,Bebida tradicional colombiana preparada con panela disuelta en agua. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),A,B,,,,02308_aguapanela.mp4
FENASCOL III,LSC1,2309,AGUARDIENTE,SUSTANTIVO,"Bebida alcohólica destilada, anisada y tradicional en Colombia. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),U,,,,,02309_aguardient.mp4
FENASCOL III,LSC1,2310,ALAMBRE,SUSTANTIVO,Hilo de metal obtenido por trefilado. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),S,I,,,,02310_alambre.mp4
FENASCOL III,LSC1,2311,ALAMBRE DE PÚAS,SUSTANTIVO,Hilo de metal provisto de púas a intervalos usado para cercas y barreras. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),J,P,,,,02311_alambredep.mp4
UEB,LSC1,2312,ALFOMBRA 1,SUSTANTIVO,Tejido de lana o de otras materias usado para cubrir y abrigar el suelo. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),B,Jc,,,,02312_alfombra1.mp4
FENASCOL III,LSC1,2313,ALFOMBRA 2,SUSTANTIVO,Variante de seña para cubierta tejida de pisos. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Qe,V,,,,02313_alfombra2.mp4
FENASCOL III,LSC1,2314,ALIMENTO,SUSTANTIVO,Sustancia que toman los seres vivos para su nutrición. (RAE),SI,2 señas,NO,SI,SI,2 señas,Unimanual (tipo 0),Q,Bl,,,,02314_alimento.mp4
FENASCOL III,LSC1,2315,ALKA ZELTZER,SUSTANTIVO,Medicamento efervescente de marca comercial usado como antiácido y analgésico (Alka-Seltzer). (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Okp,Cl,Jc,,,02315_alkazeltze.mp4
FENASCOL III,LSC1,2316,ANTIPÁTICO 1,ADJETIVO,"Que causa repulsión, rechazo o antipatía. (RAE)",SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Xc,J,,,,02316_antipatico.mp4
FENASCOL III,LSC1,2317,ANTIPÁTICO 2,ADJETIVO,Variante de seña para persona desagradable en el trato. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Unimanual (tipo 0),P,I,,,,02317_antipatico.mp4
FENASCOL III,LSC1,2318,ARDILLA,SUSTANTIVO,"Mamífero roedor de tamaño pequeño, pelaje rojizo y cola muy poblada. (RAE)",SI,2 señas,NO,SI,SI,2 señas,Asimétrica (tipo III),Bl,Qf,,,,02318_ardilla.mp4
FENASCOL III,LSC1,2319,ARMADILLO 1,SUSTANTIVO,Mamífero desdentado cubierto por un caparazón de placas óseas articuladas. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),B,,,,,02319_armadillo1.mp4
UEB,LSC1,2320,ARMADILLO 2,SUSTANTIVO,Variante de seña para el mamífero cingulado (armadillo). (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),B,Qf,,,,02320_armadillo2.mp4
FENASCOL III,LSC1,2321,ARMADILLO 3,SUSTANTIVO,Variante morfológica de seña para armadillo. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),Jc,Gl,,,,02321_armadillo3.mp4
FENASCOL III,LSC1,2322,ARROZ CON LECHE,SUSTANTIVO,Postre tradicional elaborado cociendo arroz en leche con azúcar y canela. (RAE),SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),S,J,,,,02322_arrozconle.mp4
